switch_number,on_off,aug_index,p_open_off,p_open_on,dG_open_off,dG_open_on,separation,A_M_off,A_M_on,A_M_gain,mean_wrank_off,mean_wrank_on,mean_wrank_gain,aug_off,aug_on,aug_gain,narrow_sep,switch_len
69,24.5,50,1.6604870967891343e-11,0.17652789864182944,15.297898292541504,1.0688705444335938,14.22902774810791,0.16789152036434837,0.8900431080044527,0.7221515876401043,0.4634644275803644,0.8824926232621183,0.4190281956817539,0.9754870288855066,0.8410230460402591,-0.13446398284524752,7.036317825317383,92
71,23.9,50,9.359142644527871e-15,0.00022901408343964174,19.90865421295166,5.16583251953125,14.74282169342041,0.1683996438495724,0.6502543223942996,0.4818546785447272,0.4939504704733939,0.7626780885445564,0.2687276180711625,0.9590829180187539,0.42037056692958225,-0.5387123510891716,4.945310592651367,92
73,22.8,50,1.0157556765217212e-12,0.02873620127321434,17.01993751525879,2.1876907348632812,14.832246780395508,0.15449899539990083,0.7557746846501999,0.6012756892502991,0.45889372074921964,0.8439528356095461,0.3850591148603265,0.9168527417531734,0.4538519838646375,-0.46300075788853595,7.561435699462891,92
74,22.5,50,2.3403096394858335e-14,0.005569361459972936,19.34378719329834,3.198997497558594,16.144789695739746,0.16277824450514888,0.700114006185157,0.5373357616800081,0.46786062394767386,0.6655640141051286,0.1977033901574547,0.9624140915095727,0.7909897443837464,-0.17142434712582633,8.38972282409668,92
75,22.3,50,5.2028941488206326e-14,0.007404643570198158,18.851388931274414,3.0234527587890625,15.827936172485352,0.17119225969623597,0.6434189808772578,0.4722267211810218,0.48454469047947063,0.7084743983344236,0.22392970785495298,0.955704462825932,0.7620966211300578,-0.1936078416958742,6.92479133605957,92
76,22.0,50,1.1648061657866212e-12,0.0028302796133840382,16.93554973602295,3.6161880493164062,13.319361686706543,0.16677100459451755,0.6137791274068571,0.4470081228123396,0.45999586629574907,0.6845134987776057,0.22451763248185663,0.9476306419824096,0.637535940518979,-0.31009470146343066,7.15418815612793,92
77,21.0,50,1.6757209365418659e-15,0.0006454034105129184,20.968793869018555,4.5272674560546875,16.441526412963867,0.16730371133291108,0.4628350766433841,0.29553136531047297,0.4973817221636669,0.5112026005805614,0.013820878416894555,0.9674415115265879,0.46413041408509503,-0.5033110974414928,6.041656494140625,92
78,19.9,50,5.774186392349553e-11,0.17335539449666298,14.529786109924318,1.080047607421875,13.449738502502443,0.16350101075547954,0.8791960884833869,0.7156950777279074,0.4625102245912654,0.8621522040534007,0.39964197946213526,0.9178358871715959,0.8711778383392631,-0.04665804883233282,8.097150802612305,92
79,19.7,50,1.0432018802173229e-14,3.567164530811792e-05,19.84176731109619,6.311836242675781,13.52993106842041,0.1437341697074812,0.5747023896027394,0.43096821989525824,0.48138401074413334,0.6782271663006054,0.19684315555647208,0.8200263012349485,0.6597852133114155,-0.16024108792353298,7.1796417236328125,92
80,19.5,50,6.940384730679899e-12,0.0005180966743767885,15.835538864135742,4.662681579589844,11.172857284545898,0.16346433038516828,0.46799620447114965,0.30453187408598137,0.47248561518801724,0.6477373248063546,0.17525170961833736,0.9166212275640842,0.16351974046325088,-0.7531014871008332,5.646106719970703,92
81,18.8,50,8.403969775218289e-13,3.612625094822555e-05,17.136738777160645,6.304031372070312,10.832707405090332,0.16295900532627625,0.46994880734297895,0.3069898020167027,0.46495310249538385,0.6690615105887107,0.2041084080933268,0.9590457070010291,0.06773634239844954,-0.8913093646025796,4.241905212402344,92
82,18.7,50,1.3758868737267949e-14,0.00010196170573754587,19.671167373657227,5.66455078125,14.006616592407227,0.1722480307433191,0.630973285228202,0.4587252544848829,0.5026066617846381,0.7368918807909919,0.2342852190063538,0.9801932350436336,0.7552097285265931,-0.22498350651704058,8.592226028442383,92
